Brand,,28car.com Key Value,Picture File Name,Chinese,Class,Model,Model ID,Price for 2019 (HKD),,English,28car.com Key Value,Chinese
Mercedes-Benz,62,33,33_62,平治,E Class,E350 Avantgarde AMG,33_62, ,,,,
Mercedes-Benz,63,33,33_63,平治,E Class,E350 e (PLUG-IN HYBRID) Saloon,33_63,"778,000",,,,
Mercedes-Benz,64,33,33_64,平治,E Class,E400 Exclusive Saloon,33_64,"949,000",,,,
Mercedes-Benz,65,33,33_65,平治,E Class,E43 4Matic AMG Saloon,33_65,"999,900",,,,
Mercedes-Benz,66,33,33_66,平治,E Class,E63S 4Matic AMG Saloon,33_66,"1,898,000",,,,
Mercedes-Benz,67,33,33_67,平治,E Class,E200 Coupe,33_67,"619,000",,,,
Mercedes-Benz,68,33,33_68,平治,E Class,E250 Coupe,33_68,"681,000",,,,
Mercedes-Benz,69,33,33_69,平治,E Class,E300 Coupe,33_69,"749,000",,,,
Mercedes-Benz,70,33,33_70,平治,E Class,E400 Coupe,33_70,"958,000",,,,
Mercedes-Benz,71,33,33_71,平治,E Class,E500 Coupe,33_71,"1,066,500",,,,
Mercedes-Benz,72,33,33_72,平治,E Class,E200 Cabriolet,33_72,"699,000",,,,
Mercedes-Benz,73,33,33_73,平治,E Class,E250 Cabriolet,33_73,"742,000",,,,
Mercedes-Benz,74,33,33_74,平治,E Class,E350 Cabriolet,33_74, ,,,,
Mercedes-Benz,75,33,33_75,平治,E Class,E400 Cabriolet,33_75,"963,000",,,,
Mercedes-Benz,76,33,33_76,平治,E Class,E500 Cabriolet,33_76,"1,116,500",,,,
Mercedes-Benz,77,33,33_77,平治,R Class,R300L,33_77, ,,,,
Mercedes-Benz,78,33,33_78,平治,R Class,R350,33_78, ,,,,
Mercedes-Benz,79,33,33_79,平治,R Class,R350L,33_79, ,,,,
Mercedes-Benz,80,33,33_80,平治,R Class,R500 AMG,33_80, ,,,,
Mercedes-Benz,81,33,33_81,平治,S Class,S320 Executive Saloon,33_81,"1,328,000",,,,
Mercedes-Benz,82,33,33_82,平治,S Class,S350L,33_82, ,,,,
Mercedes-Benz,83,33,33_83,平治,S Class,S400,33_83,"1,599,000",,,,
Mercedes-Benz,84,33,33_84,平治,S Class,S400h,33_84,"1,722,000",,,,
Mercedes-Benz,85,33,33_85,平治,S Class,S500 Saloon,33_85,"1,838,000",,,,
Mercedes-Benz,86,33,33_86,平治,S Class,S500 Cabriolet,33_86,"2,488,000",,,,
Mercedes-Benz,87,33,33_87,平治,S Class,S500 e,33_87,"1,799,000",,,,
Mercedes-Benz,88,33,33_88,平治,S Class,S500L,33_88, ,,,,
Mercedes-Benz,89,33,33_89,平治,S Class,S600,33_89,"2,995,500",,,,
Mercedes-Benz,90,33,33_90,平治,S Class,S63 AMG Saloon,33_90,"2,848,000",,,,
Mercedes-Benz,91,33,33_91,平治,S Class,S65 AMG Saloon,33_91,"3,998,000",,,,
Mercedes-Benz,92,33,33_92,平治,S Class,S500 Coupe,33_92,"2,188,000",,,,
Mercedes-Benz,93,33,33_93,平治,S Class,S63 AMG Coupe,33_93,"2,998,000",,,,
Mercedes-Benz,94,33,33_94,平治,S Class,S65 AMG Coupe,33_94,"4,298,000",,,,
Mercedes-Benz,95,33,33_95,平治,S Class,S63 Cabriolet AMG,33_95,"3,248,000",,,,
Mercedes-Benz,96,33,33_96,平治,S Class,S65 Cabriolet AMG,33_96,"4,498,000",,,,
Mercedes-Benz,97,33,33_97,平治,CLA,CLA200 Coupe,33_97,"399,900",,,,
Mercedes-Benz,98,33,33_98,平治,CLA,CLA250 Coupe,33_98,"469,000",,,,
Mercedes-Benz,99,33,33_99,平治,CLA,CLA45 AMG Coupe,33_99,"825,000",,,,
Mercedes-Benz,100,33,33_100,平治,CLA,CLA200 Shooting Brake,33_100,"415,000",,,,
Mercedes-Benz,101,33,33_101,平治,CLA,CLA250 Shooting Brake,33_101,"479,000",,,,
Mercedes-Benz,102,33,33_102,平治,CLA,CLA250 AMG,33_102, ,,,,
Mercedes-Benz,103,33,33_103,平治,CLA,CLA45 4Matic AMG Shooting Brake,33_103,"839,000",,,,
Mercedes-Benz,104,33,33_104,平治,CLK,CLK280 Avantgarde,33_104, ,,,,
Mercedes-Benz,105,33,33_105,平治,CLK,CLK320,33_105, ,,,,
Mercedes-Benz,106,33,33_106,平治,CLK,CLK320 AMG,33_106, ,,,,
Mercedes-Benz,107,33,33_107,平治,CLK,CLK350 Avantgarde,33_107, ,,,,
Mercedes-Benz,108,33,33_108,平治,CLK,CLK500,33_108, ,,,,
Mercedes-Benz,109,33,33_109,平治,CLS,CLS350,33_109, ,,,,
Mercedes-Benz,110,33,33_110,平治,CLS,CLS350 AMG,33_110, ,,,,
Mercedes-Benz,111,33,33_111,平治,CLS,CLS400,33_111,"849,000",,,,
Mercedes-Benz,112,33,33_112,平治,CLS,CLS500,33_112,"1,181,000",,,,
Mercedes-Benz,113,33,33_113,平治,CLS,CLS63 AMG,33_113,"1,769,000",,,,
Mercedes-Benz,114,33,33_114,平治,CLS,CLS63S AMG,33_114,"2,188,000",,,,
Mercedes-Benz,115,33,33_115,平治,G Class,G350 d,33_115,"1,087,000",,,,
Mercedes-Benz,116,33,33_116,平治,G Class,G500,33_116, ,,,,
Mercedes-Benz,117,33,33_117,平治,G Class,G63 AMG,33_117,"2,568,000",,,,
Mercedes-Benz,118,33,33_118,平治,GLA,GLA200 SUV,33_118,"389,000",,,,
Mercedes-Benz,119,33,33_119,平治,GLA,GLA250 SUV,33_119,"439,000",,,,
Mercedes-Benz,120,33,33_120,平治,GLA,GLA250 4Matic,33_120,"469,000",,,,
Mercedes-Benz,121,33,33_121,平治,GLA,GLA250 4Matic AMG,33_121,"509,000",,,,
Mercedes-Benz,122,33,33_122,平治,GLA,GLA45 4Matic AMG,33_122,"816,000",,,,
Mercedes-Benz,123,33,33_123,平治,GLC,GLC250,33_123,"509,000",,,,
Mercedes-Benz,124,33,33_124,平治,GLC,GLC250 Luxury,33_124,"559,000",,,,
Mercedes-Benz,125,33,33_125,平治,GLC,GLC300,33_125,"599,900",,,,
Mercedes-Benz,126,33,33_126,平治,GLC,GLC300 Coupe AMG,33_126,"688,000",,,,
Mercedes-Benz,127,33,33_127,平治,GLC,GLC43 4Matic AMG,33_127,"895,000",,,,
Mercedes-Benz,128,33,33_128,平治,GLC, GLC250 Coupe,33_128,"565,000",,,,
Mercedes-Benz,129,33,33_129,平治,GLC,GLC43 4Matic AMG Coupe,33_129,"895,000",,,,
Mercedes-Benz,130,33,33_130,平治,GLE,GLE400 Coupe,33_130,"922,000",,,,
Mercedes-Benz,131,33,33_131,平治,GLE,GLE43 AMG Coupe,33_131,"1,099,000",,,,
Mercedes-Benz,132,33,33_132,平治,GLE,GLE63 AMG Coupe,33_132,"1,699,000",,,,
Mercedes-Benz,133,33,33_133,平治,GLE,GLE320 SUV,33_133,"699,900",,,,
Mercedes-Benz,134,33,33_134,平治,GLE,GLE400 SUV,33_134,"815,800",,,,
Mercedes-Benz,135,33,33_135,平治,GLE,GLE500 SUV,33_135,"1,149,000",,,,
Mercedes-Benz,136,33,33_136,平治,GLE,GLE500 e,33_136,"1,099,000",,,,
Mercedes-Benz,137,33,33_137,平治,GLE,GLE63 AMG SUV,33_137,"1,609,000",,,,
Mercedes-Benz,138,33,33_138,平治,GLE,GLE43 AMG SUV,33_138,"968,000",,,,
Mercedes-Benz,139,33,33_139,平治,GLS,GLS400,33_139,"1,138,000",,,,
Mercedes-Benz,140,33,33_140,平治,GLS,GLS500,33_140,"1,488,000",,,,
Mercedes-Benz,141,33,33_141,平治,GLS,GLS63 AMG,33_141,"2,005,000",,,,
Mercedes-Benz,142,33,33_142,平治,V Class,V250d,33_142,"799,000",,,,
Mercedes-Benz,143,33,33_143,平治,V Class,V250d AMG,33_143,"833,000",,,,
Mercedes-Benz,144,33,33_144,平治,SL,SL400,33_144,"1,802,000",,,,
Mercedes-Benz,145,33,33_145,平治,SL,SL500,33_145,"2,073,000",,,,
Mercedes-Benz,146,33,33_146,平治,SL,SL500 AMG,33_146, ,,,,
Mercedes-Benz,147,33,33_147,平治,SL,SL63 AMG,33_147,"2,414,000",,,,
Mercedes-Benz,148,33,33_148,平治,SL,SL65 AMG,33_148,"4,003,000",,,,
Mercedes-Benz,149,33,33_149,平治,SLC,SLC200,33_149,"559,000",,,,
Mercedes-Benz,150,33,33_150,平治,SLC,SLC300,33_150,"688,000",,,,
Mercedes-Benz,151,33,33_151,平治,SLC,SLC43 AMG,33_151,"799,000",,,,
Mercedes-Benz,152,33,33_152,平治,SLK,SLK200,33_152, ,,,,
Mercedes-Benz,153,33,33_153,平治,SLK,SLK200 Kompressor,33_153, ,,,,
Mercedes-Benz,154,33,33_154,平治,SLK,SLK250,33_154, ,,,,
Mercedes-Benz,155,33,33_155,平治,SLK,SLK280,33_155, ,,,,
Mercedes-Benz,156,33,33_156,平治,SLK,SLK280 AMG,33_156, ,,,,
Mercedes-Benz,157,33,33_157,平治,SLK,SLK320,33_157, ,,,,
Mercedes-Benz,158,33,33_158,平治,SLK,SLK350,33_158, ,,,,
Mercedes-Benz,159,33,33_159,平治,SLK,SLK350 AMG,33_159, ,,,,
Mercedes-Benz,160,33,33_160,平治,SLS,SLS AMG,33_160, ,,,,
Mercedes-Benz,161,33,33_161,平治,AMG GT,AMG GT,33_161,"1,998,000",,,,
Mercedes-Benz,162,33,33_162,平治,AMG GT,AMG GT S,33_162,"2,998,000",,,,
Mercedes-Benz,163,33,33_163,平治,Maybach S Class,Maybach S500,33_163,"2,368,000",,,,
Mercedes-Benz,164,33,33_164,平治,Maybach S Class,Maybach S600,33_164,"3,398,000",,,,
Mercedes-Benz,165,33,33_165,平治,M Class,ML250,33_165,"695,000",,,,
Mercedes-Benz,166,33,33_166,平治,M Class,ML350,33_166,"707,500",,,,
Mercedes-Benz,167,33,33_167,平治,M Class,ML350 AMG,33_167, ,,,,
Mercedes-Benz,168,33,33_168,平治,M Class,ML400,33_168,"799,000",,,,
Mercedes-Benz,169,33,33_169,平治,M Class,ML500,33_169,"1,092,000",,,,
Mercedes-Benz,170,33,33_170,平治,M Class,ML63 AMG,33_170,"1,539,500",,,,
Mercedes-Benz,171,33,33_171,平治,E Class,E250 Saloon,33_171,"628,000",,,,
Mercedes-Benz,172,33,33_172,平治,E Class,E300 Cabriolet,33_172,"799,900",,,,
Mercedes-Benz,173,33,33_173,平治,Maybach S Class,Maybach S560,33_173,"2,298,000",,,,
Mercedes-Benz,174,33,33_174,平治,Maybach S Class,Maybach S650,33_174,"3,498,000",,,,
Mercedes-Benz,175,33,33_175,平治,V Class,"V260 Avantgarde Long, 7-seater",33_175,"649,000",,,,
Mercedes-Benz,176,33,33_176,平治,V Class,"V260 Avantgarde Extra Long, 7-seater",33_176,"649,000",,,,
Mercedes-Benz,177,33,33_177,平治,V Class,"V260 Exclusive Long, 7-seater",33_177,"779,000",,,,
Mercedes-Benz,178,33,33_178,平治,V Class,"V260 Exclusive Extra Long, 7-seater        ",33_178,"779,000",,,,
Mercedes-Benz,179,33,33_179,平治,V Class,"V260 AMG Exclusive Long, 7-seater        ",33_179,"813,000",,,,
Mercedes-Benz,180,33,33_180,平治,V Class,"V260 AMG Exclusive Extra Long, 7-seater        ",33_180,"813,000",,,,
Mercedes-Benz,181,33,33_181,平治,AMG GT,AMG GT R,33_181,"2,888,000",,,,
Mercedes-Benz,182,33,33_182,平治,AMG GT,AMG GT C,33_182,"2,688,000",,,,
Mercedes-Benz,183,33,33_183,平治,SMART,fortwo coup? 52kW,33_183,"128,000",,,,
Mercedes-Benz,184,33,33_184,平治,SMART,fortwo cabrio 52kW,33_184,"219,000",,,,
Mercedes-Benz,185,33,33_185,平治,SMART,forfour 66kW,33_185,"168,000",,,,
Mercedes-Benz,186,33,33_186,平治,SMART,fortwo coup? 80kW BRABUS,33_186,"288,000",,,,
Mercedes-Benz,187,33,33_187,平治,SMART,fortwo cabrio 80kW BRABUS,33_187,"321,000",,,,
Mercedes-Benz,188,33,33_188,平治,SMART,forfour 80kW BRABUS,33_188,"288,000",,,,
Mercedes-Benz,189,33,33_189,平治,GLC,GLC63 4Matic+ AMG Coupe,33_189,"1,518,000",,,,
Mini,1,34,34_1,迷你,Mini,MINI Cooper One,34_1,"248,800",,,,
Mini,2,34,34_2,迷你,Mini,MINI Cooper,34_2,"289,800",,,,
Mini,3,34,34_3,迷你,Mini,MINI Cooper Clubman,34_3,"329,800",,,,
Mini,4,34,34_4,迷你,Mini,MINI Cooper S Clubman ,34_4,"409,800",,,,
Mini,5,34,34_5,迷你,Mini,MINI Cooper Coupe,34_5,,,,,
Mini,6,34,34_6,迷你,Mini,MINI Cooper S Coupe,34_6,"359,800",,,,
Mini,7,34,34_7,迷你,Mini,MINI Cooper Camden,34_7,,,,,
Mini,8,34,34_8,迷你,Mini,MINI Cooper S Checkmate,34_8,,,,,
Mini,9,34,34_9,迷你,Mini,MINI Cooper JCW,34_9,,,,,
Mini,10,34,34_10,迷你,Mini,MINI Cooper S Soda,34_10,,,,,
Mini,11,34,34_11,迷你,Mini,Mini Cooper One F56,34_11,"279,800",,,,
Mini,12,34,34_12,迷你,Mini,MINI Cooper F56,34_12,"273,800",,,,
Mini,13,34,34_13,迷你,Mini,MINI Cooper R50,34_13,,,,,
Mini,14,34,34_14,迷你,Mini,MINI Cooper R53,34_14,,,,,
Mini,15,34,34_15,迷你,Mini,MINI Cooper R56,34_15,,,,,
Mini,16,34,34_16,迷你,Mini,MINI Cooper S,34_16,"359,800",,,,
Mini,17,34,34_17,迷你,Mini,MINI Cooper S Diesel,34_17,"409,800",,,,
Mini,18,34,34_18,迷你,Mini,MINI Cooper S Roadster,34_18,,,,,
Mini,19,34,34_19,迷你,Mini,MINI Cooper Convertible,34_19,"419,800",,,,
Mini,20,34,34_20,迷你,Mini,MINI Cooper S Convertible,34_20,"469,800",,,,
Mini,21,34,34_21,迷你,Mini,MINI Cooper Convertible Sidewalk,34_21,,,,,
Mini,22,34,34_22,迷你,Mini,MINI Cooper One Countryman,34_22,"269,800",,,,
Mini,23,34,34_23,迷你,Mini,MINI Cooper Countryman,34_23,"329,800",,,,
Mini,24,34,34_24,迷你,Mini,MINI Cooper S Countryman,34_24,"399,800",,,,
Mini,25,34,34_25,迷你,Mini,MINI Cooper S Countryman ALL4,34_25,"469,800",,,,
Mini,26,34,34_26,迷你,Mini,MINI Cooper Paceman,34_26,"316,800",,,,
Mini,27,34,34_27,迷你,Mini,MINI Cooper S Paceman,34_27,"437,800",,,,
Mini,28,34,34_28,迷你,Mini,MINI Cooper S Paceman ALL4,34_28,"475,800",,,,
Mini,29,34,34_29,迷你,Mini,MINI JCW,34_29,"439,800",,,,
Mini,30,34,34_30,迷你,Mini,MINI Cooper JCW Convertible,34_30,"549,800",,,,
Mini,31,34,34_31,迷你,Mini,MINI Cooper JCW Coupe,34_31,"469,800",,,,
Mini,32,34,34_32,迷你,Mini,MINI Cooper JCW Countryman,34_32,"539,800",,,,
Mini,33,34,34_33,迷你,Mini,MINI Cooper JCW Paceman,34_33,"557,800",,,,
Mitsubishi,1,35,35_1,三菱,Lancer,Lancer,35_1,,,,,
Mitsubishi,2,35,35_2,三菱,Lancer,Lancer Evolution VII,35_2,,,,,
Mitsubishi,3,35,35_3,三菱,Lancer,Lancer Evolution VIII,35_3,,,,,
Mitsubishi,4,35,35_4,三菱,Lancer,Lancer Evolution IX,35_4,,,,,
Mitsubishi,5,35,35_5,三菱,Lancer,Lancer Evolution X,35_5,,,,,
Mitsubishi,6,35,35_6,三菱,Lancer,Lancer Touring Wagon,35_6,,,,,
Mitsubishi,7,35,35_7,三菱,Lancer,Lancer GT,35_7,,,,,
Mitsubishi,8,35,35_8,三菱,Lancer,Lancer Ralliart,35_8,,,,,
Mitsubishi,9,35,35_9,三菱,ASX,ASX,35_9,,,,,
Mitsubishi,10,35,35_10,三菱,Outlander,Outlander,35_10,"228,800",,,,
Mitsubishi,11,35,35_11,三菱,Delica,Delica,35_11,"308,800",,,,
Mitsubishi,12,35,35_12,三菱,Pajero,Pajero GR 3.0L,35_12,"488,800",,,,
Mitsubishi,13,35,35_13,三菱,Pajero,Pajero V93,35_13,,,,,
Mitsubishi,14,35,35_14,三菱,Pajero,Pajero V93W,35_14,,,,,
Mitsubishi,15,35,35_15,三菱,Pajero Diesel,Pajero 3.2L DI-DC M-Line,35_15,,,,,
Mitsubishi,16,35,35_16,三菱,Pajero Diesel,Pajero 3.2L DI-DC H-Line,35_16,"478,800",,,,
Mitsubishi,17,35,35_17,三菱,L200,L200,35_17,"278,800",,,,
Mitsubishi,18,35,35_18,三菱,Minicab-MiEV,Minicab-MiEV,35_18,,,,,
Mitsubishi,19,35,35_19,三菱,Grandis,Grandis,35_19,,,,,
Mitsubishi,20,35,35_20,三菱,Colt,Colt,35_20,,,,,
Mitsubishi,21,35,35_21,三菱,Colt,Colt Ralliart,35_21,,,,,
Mitsubishi,22,35,35_22,三菱,Airtrek,Airtrek,35_22,,,,,
Mitsubishi,23,35,35_23,三菱,Airtrek,Airtrek Turbo,35_23,,,,,
Mitsubishi,24,35,35_24,三菱,Dion,Dion,35_24,,,,,
Mitsubishi,25,35,35_25,三菱,Galant,Galant VRM,35_25,,,,,
Mitsubishi,26,35,35_26,三菱,i Miev,i Miev,35_26,,,,,
Mitsubishi,27,35,35_27,三菱,Iturbo,Iturbo,35_27,,,,,
Nissan,1,36,36_1,日產,Elgrand,Elgrand 250 AVM,36_1,"456,800",,,,
Nissan,2,36,36_2,日產,Elgrand,Elgrand 250 Dynamic,36_2,"472,400",,,,
Nissan,3,36,36_3,日產,Elgrand,Elgrand 350 AVM,36_3,"589,800",,,,
Nissan,4,36,36_4,日產,Elgrand,Elgrand 350 Dynamic,36_4,"648,800",,,,
Nissan,5,36,36_5,日產,Elgrand,Elgrand 2.5 Highway Star,36_5,"476,800",,,,
Nissan,6,36,36_6,日產,Elgrand,Elgrand 3.5 Highway Star,36_6,"609,800",,,,
Nissan,7,36,36_7,日產,Elgrand,Elgrand 3.5L,36_7,,,,,
Nissan,8,36,36_8,日產,Elgrand,Elgrand 3.5L Premium,36_8,,,,,
Nissan,9,36,36_9,日產,Elgrand,Elgrand Rider,36_9,,,,,
Nissan,10,36,36_10,日產,Serena,Serena Highway Star VIP,36_10,"338,800",,,,
Nissan,11,36,36_11,日產,Serena,Serena Highway Star,36_11,"319,800",,,,
Nissan,12,36,36_12,日產,Serena,Serena Rider S,36_12,,,,,
Nissan,13,36,36_13,日產,Serena,Serena 2.0,36_13,"287,800",,,,
Nissan,14,36,36_14,日產,370Z,370Z,36_14,"629,800",,,,
Nissan,15,36,36_15,日產,370Z,370Z Roadster,36_15,"729,900",,,,
Nissan,16,36,36_16,日產,NOTE,NOTE DIGS,36_16,"179,650",,,,
Nissan,17,36,36_17,日產,NOTE,NOTE Rider,36_17,,,,,
Nissan,18,36,36_18,日產,NOTE,NOTE,36_18,"183,800",,,,
Nissan,19,36,36_19,日產,Teana,Teana,36_19,"286,800",,,,
Nissan,20,36,36_20,日產,JUKE,JUKE,36_20,"244,800",,,,
Nissan,21,36,36_21,日產,JUKE,JUKE Turbo,36_21,"249,800",,,,
Nissan,22,36,36_22,日產,QASHQAI,QASHQAI,36_22,"244,800",,,,
Nissan,23,36,36_23,日產,QASHQAI,QASHQAI Plus,36_23,"279,000",,,,
Nissan,24,36,36_24,日產,QASHQAI,QASHQAI Plus 2,36_24,,,,,
Nissan,25,36,36_25,日產,Xtrail,Xtrail,36_25,"313,900",,,,
Nissan,26,36,36_26,日產,GTR,GTR,36_26,"1,732,200",,,,
Nissan,27,36,36_27,日產,GTR,GTR R35,36_27,,,,,
Nissan,28,36,36_28,日產,GTR,GTR R35 Black Edition,36_28,,,,,
Nissan,29,36,36_29,日產,GTR,GTR R35 Premium,36_29,"2,338,800",,,,
Nissan,30,36,36_30,日產,NV200,NV200,36_30,"259,800",,,,
Nissan,31,36,36_31,日產,NV350,NV350,36_31,"240,800",,,,
Nissan,32,36,36_32,日產,NV350,NV350 Luxury,36_32,"294,800",,,,
Nissan,33,36,36_33,日產,Cefiro,Cefiro 230JM,36_33,,,,,
Nissan,34,36,36_34,日產,Cube,Cube,36_34,,,,,
Nissan,35,36,36_35,日產,Cube,Cube 3,36_35,,,,,
Nissan,36,36,36_36,日產,Cube,Cube RX,36_36,,,,,
Nissan,37,36,36_37,日產,Cube,Cube Rider,36_37,,,,,
Nissan,38,36,36_38,日產,Cube,Cube Z12,36_38,,,,,
Nissan,39,36,36_39,日產,Skyline,Skyline 250GT,36_39,,,,,
Nissan,40,36,36_40,日產,Skyline,Skyline 350GT,36_40,,,,,
Nissan,41,36,36_41,日產,March,March,36_41,,,,,
Nissan,42,36,36_42,日產,March,March K13,36_42,,,,,
Nissan,43,36,36_43,日產,Lafesta,Lafesta,36_43,,,,,
Nissan,44,36,36_44,日產,Lafesta,Lafesta 20S,36_44,,,,,
Nissan,45,36,36_45,日產,Presage,Presage,36_45,,,,,
Nissan,46,36,36_46,日產,Presage,Presage Highway Star,36_46,,,,,
Nissan,47,36,36_47,日產,Presage,Presage 2.5 MPV LUX,36_47,,,,,
Nissan,48,36,36_48,日產,Prairie,Prairie 2.0,36_48,,,,,
Nissan,49,36,36_49,日產,Fairlady,Fairlady Z33 350Z,36_49,,,,,
Nissan,50,36,36_50,日產,Sunny,Sunny,36_50,,,,,
Nissan,51,36,36_51,日產,Leaf,Leaf,36_51,,,,,
Nissan,52,36,36_52,日產,TIIDA,TIIDA Hatchback,36_52,,,,,
Nissan,53,36,36_53,日產,Murano,Murano,36_53,,,,,
Peugeot,1,38,38_1,標緻,107,107,38_1,,,,,
Peugeot,2,38,38_2,標緻,206,206,38_2,,,,,
Peugeot,3,38,38_3,標緻,206,206 CC,38_3,,,,,
Peugeot,4,38,38_4,標緻,206,206 GTI,38_4,,,,,
Peugeot,5,38,38_5,標緻,206,206 XT,38_5,,,,,
Peugeot,6,38,38_6,標緻,206,206 XT Premium,38_6,,,,,
Peugeot,7,38,38_7,標緻,207,207,38_7,,,,,
Peugeot,8,38,38_8,標緻,207,207 CC,38_8,,,,,
Peugeot,9,38,38_9,標緻,207,207 GT,38_9,,,,,
Peugeot,10,38,38_10,標緻,207,207 Sport,38_10,,,,,
Peugeot,11,38,38_11,標緻,208,208 GTI,38_11,,,,,
Peugeot,12,38,38_12,標緻,208,208 GTI Deluxe,38_12,,,,,
Peugeot,13,38,38_13,標緻,306,306 CAB,38_13,,,,,
Peugeot,14,38,38_14,標緻,307,307,38_14,,,,,
Peugeot,15,38,38_15,標緻,307,307 CC / 307 CAB,38_15,,,,,
Peugeot,16,38,38_16,標緻,307,307 SW,38_16,,,,,
Peugeot,17,38,38_17,標緻,307,307 XS Premium,38_17,,,,,
Peugeot,18,38,38_18,標緻,308,308,38_18,"239,800",,,,
Peugeot,19,38,38_19,標緻,308,308 CC,38_19,,,,,
Peugeot,20,38,38_20,標緻,308,308 SW,38_20,"259,800",,,,
Peugeot,21,38,38_21,標緻,308,308 SW Turbo,38_21,,,,,
Peugeot,22,38,38_22,標緻,308,308 Turbo,38_22,,,,,
Peugeot,23,38,38_23,標緻,308,308 Premium,38_23,,,,,
Peugeot,24,38,38_24,標緻,407,407,38_24,,,,,
Peugeot,25,38,38_25,標緻,407,407 Wagon,38_25,,,,,
Peugeot,26,38,38_26,標緻,807,807,38_26,,,,,
Peugeot,27,38,38_27,標緻,1007,1007,38_27,,,,,
Peugeot,28,38,38_28,標緻,3008,3008,38_28,"338,800",,,,
Peugeot,29,38,38_29,標緻,5008,5008,38_29,"368,800",,,,
Peugeot,30,38,38_30,標緻,5008,5008 Premium,38_30,,,,,
Peugeot,31,38,38_31,標緻,Expert,Expert Van,38_31,"308,800",,,,
Peugeot,32,38,38_32,標緻,Expert,Expert Deluxe,38_32,"278,800",,,,
Peugeot,33,38,38_33,標緻,RCZ,RCZ,38_33,,,,,
Porsche,1,39,39_1,保時捷,718,718 Cayman,39_1,"918,000",,,,
Porsche,2,39,39_2,保時捷,718,718 Cayman S,39_2,"1,108,000",,,,
Porsche,3,39,39_3,保時捷,718,718 Cayman S PDK,39_3,,,,,
Porsche,4,39,39_4,保時捷,718,718 Cayman GTS,39_4,"1,308,000",,,,
Porsche,5,39,39_5,保時捷,718,718 Cayman PDK,39_5,,,,,
Porsche,6,39,39_6,保時捷,718,718 Boxster,39_6,"958,000",,,,
Porsche,7,39,39_7,保時捷,718,718 Boxster S,39_7,"1,148,000",,,,
Porsche,8,39,39_8,保時捷,718,718 Boxster S PDK,39_8,,,,,
Porsche,9,39,39_9,保時捷,718,718 Boxster 981,39_9,,,,,
Porsche,10,39,39_10,保時捷,911,911 Carrera,39_10,"1,994,000",,,,
Porsche,11,39,39_11,保時捷,911,911 Carrera S,39_11,"2,244,000",,,,
Porsche,12,39,39_12,保時捷,911,911 Carrera Cabriolet,39_12,"2,150,000",,,,
Porsche,13,39,39_13,保時捷,911,911 Carrera S Cabriolet,39_13,"2,405,000",,,,
Porsche,14,39,39_14,保時捷,911,911 Carrera 4,39_14,"2,099,000",,,,
Porsche,15,39,39_15,保時捷,911,911 Carrera 4S,39_15,"2,354,000",,,,
Porsche,16,39,39_16,保時捷,911,911 Carrera C2S,39_16,,,,,
Porsche,17,39,39_17,保時捷,911,911 Carrera C4,39_17,,,,,
Porsche,18,39,39_18,保時捷,911,911 Carrera Coupe,39_18,"1,924,000",,,,
Porsche,19,39,39_19,保時捷,911,911 C4 Coupe,39_19,,,,,
Porsche,20,39,39_20,保時捷,911,911 Carrera 4 Cabriolet,39_20,"2,325,000",,,,
Porsche,21,39,39_21,保時捷,911,911 Carrera 4S Cabriolet,39_21,"2,580,000",,,,
Porsche,22,39,39_22,保時捷,911,911 Targa 4,39_22,"2,325,000",,,,
Porsche,23,39,39_23,保時捷,911,911 Targa 4S,39_23,"2,580,000",,,,
Porsche,24,39,39_24,保時捷,911,911 Carrera Black Edition,39_24,"1,845,000",,,,
Porsche,25,39,39_25,保時捷,911,911 Carrera Cabriolet Black Edition,39_25,"2,028,000",,,,
Porsche,26,39,39_26,保時捷,911,911 Carrera 4 Black Edition,39_26,"1,999,000",,,,
Porsche,27,39,39_27,保時捷,911,911 Carrera 4 Cabriolet Black Edition,39_27,"2,185,000",,,,
Porsche,28,39,39_28,保時捷,911,911 Carrera GTS,39_28,"2,439,000",,,,
Porsche,29,39,39_29,保時捷,911,911 Carrera GTS Cabriolet,39_29,"2,665,000",,,,
Porsche,30,39,39_30,保時捷,911,911 Carrera 4 GTS,39_30,"2,614,000",,,,
Porsche,31,39,39_31,保時捷,911,911 Carrera 4 GTS Cabriolet,39_31,"2,840,000",,,,
Porsche,32,39,39_32,保時捷,911,911 Targa 4 GTS,39_32,"2,840,000",,,,
Porsche,33,39,39_33,保時捷,911,911 Turbo,39_33,"3,318,000",,,,
Porsche,34,39,39_34,保時捷,911,911 Turbo S,39_34,"3,872,000",,,,
Porsche,35,39,39_35,保時捷,911,911 Turbo Cabriolet,39_35,"3,544,000",,,,
Porsche,36,39,39_36,保時捷,911,911 Turbo S Cabriolet,39_36,"4,098,000",,,,
Porsche,37,39,39_37,保時捷,911,911 R,39_37,"3,240,000",,,,
Porsche,38,39,39_38,保時捷,911,911 GT3,39_38,"2,754,000",,,,
Porsche,39,39,39_39,保時捷,911,911 GT3 RS,39_39,"3,338,000",,,,
Porsche,40,39,39_40,保時捷,918 Spyder,918 Spyder,39_40,,,,,
Porsche,41,39,39_41,保時捷,918 Spyder,918 Spyder Weissach package,39_41,,,,,
Porsche,42,39,39_42,保時捷,996,996 C2,39_42,,,,,
Porsche,43,39,39_43,保時捷,996,996 C2 CAB,39_43,,,,,
